record,uuid,date,s2,s3,s4,s5r1,s5r2,s5r3,s5r4,s5r5,s5r6,s5r7,s6,s6r22oe,origcat,state,akc,alc,arc,azc,cac,coc,ctc,dec,flc,gac,hic,iac,idc,ilc,inc,ksc,kyc,lac,mac,mec,mdc,mic,mnc,moc,msc,mtc,ncc,ndc,nec,nhc,nmc,nvc,njc,nyc,ohc,okc,orc,pac,ric,scc,sdc,tnc,txc,utc,vac,vtc,wac,wic,wvc,wyc,s9,educat,s10,q1,q2,splitassignment1,pipeq3r1,pipeq3r2,pipeq3none,q3,q3r8oe,pipeq4r3,pipeq4r2,pipeq4none,q4r1,q4r2,q4r3,q4r4,q4r5,q4r6,q4r7,q4r8,q4r9,q5,q6,q7,q8r1,q8r2,q8r3,q8r4,q8r5,q8r6,q8r7,q8r8,q8r9,q8r10,q8r11,q8r12,q9,q10,q11,q12,q13,criminality,q14r1,q14r2,q14r3,q14r4,q14r5,q15,q16,q17r1,q18,q19,q20r1,q20r2,q20r3,q20r4,q20r5,q21,q71,q22,q23,q24,q25,q26,q27,q28,q29r1,q29r2,q29r3,q29r4,q29r5,q29r6,q30r1,q30r2,q30r3,q30r4,q30r5,q30r6,q30r7,q30r8,oaxaca_treatments,q31,q32,q33,q34,q35r1,q35r2,q35r3,q35r4,q35r5,q36,q37,q37r8oe,q38,q38r8oe,q39,q40,q41,q42,q43,q44,q45,q46,q47,q48,q49,q50r1,q50r2,q50r3,q50r4,q50r5,q50r6,q50r7,q50r7oe,q51,q52r1,q52r2,q52r3,q52r4,q52r5,q52r6,q52r7,q52r8,q52r9,q52r10,q52r11,q52r12,q52r13,q52r14,q72,q53a,q53b,q54,q55,q56r1,q56r2,q56r3,q56r4,q56r5,q56r6,q56r7,q56r8,q56r9,q57,q58,q59,q60,q61,q62,q63r1,q63r2,q63r3,q63r4,q63r5,q63r6,q63r7,q64,q65,q66,q67,q68r1,q68r2,q68r3,q68r4,q68r5,q68r6,q68r7,q68r8,q69r1,q69r2,q69r3,q69r4,q69r5,q69r6,q69r7,q69r8,q69r9,q69r10,q69r11,q69r12,q69r13,q69r14,q69r15,q69r16,q69r17,q69r18,q69r19,q69r20,q69r21,q69r22,q69r23,q69r24,q69r25,q69r26,q69r27,q69r28,q69r29,q69r30,q69r31,q69r32,q69r31oe,q70,vlist,qtime,vmobiledevice,vmobileos,start_date,declang,weight
3414,5cxb3xdmzuh2u1he,5/1/25 20:32,5,1,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,4,2,1,47,1,1,1,0,0,8,My mom's got married,1,0,0,3,2,3,2,3,2,3,2,3,1,,1,0,0,0,0,0,0,0,0,0,,0,1,5,1,1,1,,1,0,0,0,1,0,4,1,7,3,2,0,0,0,0,1,1,1,1,4,2,,1,1,3,1,1,1,1,2,1,0,0,0,0,0,0,0,1,4,5,5,1,5,0,0,0,0,1,2,3,,,,2,1,2,4,4,2,1,4,4,1,3,,,,,,,,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,,,0,0,0,0,0,0,0,0,1,,3,3,1,1,4,1,0,0,0,0,0,0,1,1,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Hispanic American,78264,4,1822.9,1,2,5/1/25 19:59,english,0.8361741
3995,e27k1fg50kgh6zeb,5/2/25 11:53,6,2,2,0,1,0,0,0,0,0,8,,5,7,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,51,2,1,1,0,0,3,,1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,,1,0,0,0,1,0,2,1,4,3,5,0,0,0,0,1,1,1,1,4,2,,3,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,1,5,5,1,1,0,0,0,0,1,5,9,,,,2,3,3,3,4,5,3,4,4,1,3,,,,,,,,,,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,4,2,1,4,0,0,0,0,1,0,0,1,1,1,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,6704,3,2916.91,1,1,5/2/25 11:03,spanish,1.099442
4013,gvhz6wpy9m5gfyfd,5/2/25 12:45,5,2,2,0,1,0,0,0,0,0,11,,2,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,4,2,2,36,2,1,1,0,0,3,,1,0,0,3,3,3,3,3,1,3,3,3,4,,1,0,0,0,0,0,0,1,0,0,0,,0,1,5,5,1,,1,1,0,0,0,0,3,3,7,3,4,0,0,0,0,1,2,1,1,1,3,,4,1,4,3,3,3,3,3,3,0,0,1,1,0,0,0,0,4,5,5,1,4,0,0,0,1,0,5,3,,,,2,2,1,1,2,5,5,1,1,3,1,1,1,1,0,0,0,0,,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,3,1,2,1,4,0,1,0,0,0,0,0,,2,1,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11373,2,1797.39,1,1,5/2/25 12:14,spanish,1.192054
4073,cb0kqwv20shknx7p,5/2/25 14:13,6,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,41,2,1,1,0,0,6,,1,0,0,2,2,2,2,2,2,2,2,2,1,,1,0,0,0,0,0,0,0,0,0,,0,1,3,2,3,1,,1,0,0,1,0,0,1,1,7,2,3,1,0,0,0,0,1,1,1,4,1,,1,3,4,2,2,2,2,2,2,0,0,0,0,0,1,1,0,2,5,5,1,5,0,1,1,0,0,5,3,,,,3,1,3,4,4,3,2,4,4,1,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,2,0,,,0,0,0,0,0,0,0,0,1,,3,10,1,1,4,1,0,0,0,0,0,0,1,1,1,,0,0,1,0,0,0,0,0,0,0,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92571,1,1451.11,6,6,5/2/25 13:45,spanish,1.38328
4233,qa69n86094918ned,5/2/25 18:27,5,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,59,2,1,1,0,0,6,,1,0,0,2,2,2,2,2,2,2,2,2,1,,2,0,0,0,0,0,0,1,0,0,0,,0,2,5,5,1,,1,0,0,1,0,0,1,1,4,2,5,0,0,0,0,1,1,1,2,1,3,,1,3,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,1,2,4,3,2,0,0,0,0,1,5,3,,,,3,3,2,2,4,3,4,4,2,1,3,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,,,0,0,0,0,0,0,0,0,1,,3,2,2,4,3,0,0,0,0,0,0,1,,2,2,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92220,1,2075.12,6,6,5/2/25 17:28,spanish,1.183555
4341,x3zg9wa8guus03md,5/2/25 21:47,5,1,2,0,1,0,0,0,0,0,9,,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,5,2,2,3,2,1,1,0,0,5,,1,0,0,2,2,2,2,3,2,3,1,1,4,,2,0,0,0,0,0,0,0,0,0,1,,0,5,2,1,1,,1,1,0,0,0,0,2,1,6,1,4,0,0,0,0,1,2,2,1,2,1,,5,1,4,3,3,3,1,2,3,1,0,1,1,0,0,0,0,1,3,2,2,4,0,0,0,1,0,5,3,,,,1,2,1,3,1,5,5,1,1,2,1,0,1,0,0,0,0,0,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,4,0,0,0,0,1,0,0,0,0,4,1,5,2,1,1,0,1,0,0,0,0,0,,2,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,43228,3,1678.76,1,1,5/2/25 21:18,spanish,0.7233339
4375,5p70ff9103arb35g,5/2/25 23:55,4,1,2,1,1,0,0,0,0,0,17,,3,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,6,4,1,1,1,0,0,8,Escapar de amenazas de muerte hacia mi persona y extorsión cobros de dinero por cuidar mi vida.,1,0,0,3,1,2,2,3,3,3,1,1,4,,4,0,0,0,0,0,0,0,0,1,0,,0,5,5,5,1,,1,1,0,0,0,0,3,2,7,2,4,0,0,0,0,1,1,3,1,5,3,,3,3,4,3,3,3,3,1,2,0,0,0,1,1,0,0,0,3,3,3,3,5,0,0,0,0,1,6,1,,,,1,1,1,1,1,5,5,1,1,2,3,,,,,,,,,,1,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,,,0,0,0,0,0,0,1,0,0,1,1,2,2,3,4,0,0,0,0,0,0,1,,3,,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91206,3,2319.66,1,2,5/2/25 23:13,spanish,0.7595006
4414,gwtw2cd0dwkrnntg,5/3/25 3:09,3,1,2,1,1,0,0,0,0,0,13,,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,7,3,1,26,1,1,1,0,0,2,,1,0,0,2,2,2,2,2,2,2,2,2,2,,2,0,0,0,1,1,0,1,0,0,,1,0,1,1,1,1,,1,1,1,0,0,0,1,1,6,1,1,0,0,0,0,1,1,1,1,1,1,,1,4,4,2,2,1,1,1,2,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,,,,1,1,2,2,1,4,4,2,3,1,3,,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,1,2,1,0,0,0,0,0,0,0,0,1,,3,11,1,1,1,1,0,0,0,0,0,0,1,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28217,3,1602.8,5,6,5/3/25 2:42,spanish,0.6968117
4503,n50c5w6rfd6a247c,5/3/25 9:46,3,1,2,0,1,0,0,0,0,0,5,,3,5,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,4,2,1,1,1,0,3,,1,0,0,3,2,3,1,3,3,3,3,3,3,,1,0,0,0,0,0,0,0,0,0,0,,1,1,1,1,1,,1,0,0,0,0,1,2,1,7,1,5,0,0,0,0,1,3,4,5,3,1,,1,1,4,2,1,1,1,1,2,0,0,1,0,0,0,0,0,3,1,1,3,1,0,0,0,0,1,6,9,,,,3,1,2,5,5,4,4,3,1,3,3,,,,,,,,,,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,0,,,0,0,0,0,0,0,0,0,1,,3,11,1,3,4,1,0,0,0,0,0,0,,1,1,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93567,3,789.89,1,1,5/3/25 9:32,english,0.6076005
4652,0g1w49swgvecjhr8,5/3/25 15:07,3,1,2,0,1,0,0,0,0,0,21,,3,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,7,3,1,40,2,1,1,0,0,8,adopted,1,0,0,3,3,3,3,3,3,3,3,3,1,,1,0,0,0,0,0,0,0,0,0,,0,1,1,1,1,1,,1,0,1,1,0,0,1,1,7,3,1,0,0,0,0,1,2,2,4,3,1,,1,2,4,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,5,5,1,4,0,0,1,0,0,1,3,,,,3,2,1,1,4,1,1,4,4,1,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,,,0,0,1,0,1,0,1,1,0,1,3,5,1,1,4,1,0,0,0,0,0,0,1,1,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,76513,4,473.75,5,6,5/3/25 14:58,english,0.7378006
4725,bb4j1d0hfkwgnnzg,5/3/25 15:59,4,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,29,2,1,1,0,0,3,,1,0,0,3,2,3,3,2,3,2,3,3,1,,2,0,0,0,0,0,0,1,0,0,0,,0,5,5,2,1,,1,1,0,0,0,0,4,1,7,1,3,0,0,1,0,0,1,1,2,3,3,,4,4,2,2,3,3,2,2,2,0,0,0,0,1,0,0,0,4,4,4,1,3,1,0,0,0,0,5,3,,,,3,2,2,1,2,5,4,2,1,3,2,0,0,1,0,0,0,0,,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,0,,,1,0,0,0,0,0,0,0,0,3,2,3,2,2,3,0,0,1,0,0,0,0,,2,2,,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,91977,3,1752.06,1,2,5/3/25 15:30,spanish,1.108238
5057,65p7q9jq4gy49xb6,5/3/25 22:16,6,2,2,0,1,0,0,0,0,0,13,,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,4,2,1,48,2,1,1,0,0,2,,1,0,0,3,3,3,2,3,2,3,2,3,1,,1,0,0,0,0,0,0,0,0,0,,0,1,3,3,5,1,,1,0,0,1,0,0,4,2,7,3,4,0,0,0,0,1,3,3,2,5,3,,3,3,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,3,3,3,3,4,0,0,0,0,1,5,9,,,,3,2,4,2,4,1,2,4,4,1,3,,,,,,,,,,1,0,1,1,0,0,1,0,1,0,0,1,0,0,2,4,0,,,0,0,0,0,0,0,0,0,1,,3,10,3,2,4,0,0,0,0,1,0,0,1,2,2,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,84129,8,3888.8,1,1,5/3/25 21:11,english,0.897145
5090,7tmu7h0mqk6ygdwy,5/3/25 23:18,4,1,2,1,1,0,0,0,0,0,13,,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,6,3,1,23,2,1,1,0,0,2,,1,0,0,2,2,2,2,2,2,2,2,2,1,,1,0,0,0,0,0,0,0,0,0,,0,1,4,1,3,1,,1,0,0,0,1,0,1,1,6,2,1,0,0,0,0,1,3,3,2,5,1,,1,1,4,1,2,1,2,1,2,0,0,0,0,0,0,1,0,1,1,2,3,5,0,0,0,0,1,4,3,,,,3,1,3,3,4,4,4,4,4,1,3,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,3,2,1,0,0,0,0,0,0,0,0,1,,3,11,1,1,2,1,0,0,0,0,0,0,1,1,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7006,3,476.24,1,2,5/3/25 23:10,english,0.8710146
5336,dzjvh1cbuzpcmw0j,5/4/25 11:13,3,2,2,0,1,0,0,0,0,0,12,,2,14,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,5,2,2,1,1,0,0,5,,1,0,0,2,1,1,1,1,1,1,2,1,4,,1,1,0,0,0,0,0,0,1,0,1,,0,5,5,5,1,,1,1,0,0,0,0,3,2,7,3,4,0,0,0,0,1,3,4,2,1,3,,4,1,4,2,2,3,3,2,2,0,0,1,0,1,0,1,0,4,3,1,1,3,1,0,0,0,0,2,3,,,,3,1,1,1,2,4,4,1,1,3,3,,,,,,,,,,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,4,4,1,2,1,1,0,0,1,0,0,0,0,3,2,2,2,3,2,0,1,0,1,0,0,0,,3,,2,1,0,0,0,0,0,0,0,1,1,0,1,1,0,,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60085,3,1055.94,1,1,5/4/25 10:54,spanish,0.7224572
5612,27u3wqsxbxf79ue8,5/4/25 20:07,5,2,2,0,1,0,0,0,0,0,17,,3,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,4,3,2,1,1,0,0,4,,1,0,0,2,3,3,3,3,2,3,2,2,1,,1,0,0,0,0,0,0,0,0,0,0,,1,3,2,2,1,,1,0,0,0,0,1,4,2,5,2,1,0,0,0,0,1,3,4,5,2,2,,4,2,4,2,2,2,2,2,1,0,0,0,1,0,0,0,0,2,2,1,3,5,0,0,0,0,1,5,3,,,,3,3,2,5,3,4,4,3,3,3,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,4,2,2,2,0,0,0,0,0,0,0,0,1,,3,13,3,2,4,0,0,0,0,0,0,1,,4,,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60435,3,1791.93,1,2,5/4/25 19:37,spanish,0.6773036
5913,ms3c57evhnv7awhk,5/5/25 8:02,5,1,2,0,1,0,0,0,0,0,13,,1,5,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,51,2,1,1,0,0,1,,1,0,0,2,2,1,1,3,2,1,2,2,2,,3,1,1,1,1,0,1,0,0,0,0,,0,2,2,1,1,,1,1,0,0,0,0,2,2,7,1,1,0,0,1,0,0,1,1,1,2,1,,3,3,4,1,2,2,2,1,3,1,1,0,0,0,0,0,0,3,4,4,1,2,0,1,1,0,0,2,4,,,,4,2,3,4,3,5,3,4,4,2,2,1,1,1,0,0,0,0,,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,2,2,2,2,2,0,1,1,0,1,1,1,0,0,4,3,11,1,1,2,0,0,0,0,0,1,0,,1,2,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,92627,3,409.33,1,1,5/5/25 7:55,english,0.8607673
6002,qm4tx1zee1mn46mx,5/5/25 9:31,3,1,2,0,1,0,0,0,0,0,13,,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,,,,,,,,3,1,3,2,1,1,1,0,0,1,,1,0,0,1,1,1,1,1,1,1,1,1,4,,1,0,0,0,0,0,0,1,1,1,0,,0,1,1,2,1,,1,1,1,0,0,0,2,1,5,2,1,0,1,0,0,0,1,2,2,1,2,,2,1,4,1,2,1,1,1,2,0,0,0,1,0,0,0,0,3,3,3,1,2,0,1,0,0,0,1,3,,,,3,1,2,1,1,4,3,2,2,1,2,1,0,0,0,0,0,0,,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,,,0,0,1,0,0,0,0,0,0,2,3,2,1,1,1,1,0,0,0,0,0,0,,2,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,33322,4,721.74,5,6,5/5/25 9:19,english,1.082108
6547,xv0tubjsm97suysx,5/6/25 7:10,4,2,2,1,1,0,0,0,0,0,12,,2,34,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,17,2,1,1,0,0,5,,1,0,0,1,1,1,1,1,1,1,1,1,4,,3,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,,1,0,0,0,1,0,2,1,7,3,4,1,1,1,1,0,1,2,1,2,1,,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,5,5,1,4,1,1,1,1,0,4,1,,,,1,2,1,2,3,4,4,2,2,2,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,3,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,4,0,1,1,1,1,1,0,1,2,1,,0,1,1,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28451,4,285.67,1,2,5/6/25 7:04,english,1.055465
7020,bwfbuu707qwmb7q1,5/6/25 19:34,4,1,2,0,1,0,0,0,0,0,13,,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,2,1,2,16,1,1,1,0,0,1,,1,0,0,3,3,2,2,3,3,3,2,2,2,,1,0,0,0,0,0,0,0,0,1,0,,0,2,1,2,1,,1,1,0,0,0,0,2,2,7,2,2,0,0,0,0,1,3,3,5,2,2,,4,1,4,2,2,2,1,2,2,0,1,0,0,0,1,1,0,1,2,3,3,2,0,0,0,0,1,6,3,,,,2,2,1,1,4,5,5,4,4,3,3,,,,,,,,,,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,1,0,,,0,0,0,0,0,0,0,0,1,,1,9,2,2,3,0,0,0,0,1,0,0,,2,1,,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11217,7,535.49,1,2,5/6/25 19:24,spanish,1.487898
7277,pmn1gkvg0smhuy4t,5/7/25 6:16,2,1,2,0,1,0,0,0,0,0,11,,2,18,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,2,2,1,1,0,0,1,,1,0,0,1,1,1,1,1,1,1,1,2,4,,4,0,0,0,0,1,0,1,0,1,0,,0,1,1,1,1,,1,1,0,0,0,0,3,3,7,2,4,1,0,0,0,0,1,1,1,1,1,,2,4,4,1,1,1,1,1,1,0,0,0,0,1,0,1,0,3,5,4,1,3,0,0,0,1,0,1,3,,,,1,2,1,1,1,4,4,3,3,1,1,1,1,0,0,0,0,0,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,3,1,2,2,0,0,1,1,0,0,0,,3,,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41011,3,342.67,1,2,5/7/25 6:10,spanish,1.326112
7766,kv0fmpyfmftf040j,5/7/25 20:55,3,1,2,0,1,0,0,0,0,0,13,,1,18,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,38,1,1,1,0,0,6,,1,0,0,2,2,2,2,2,3,2,2,1,1,,4,0,0,0,0,0,0,1,1,0,1,,0,4,4,2,1,,1,0,1,0,0,0,3,1,5,1,1,0,0,1,0,0,1,1,2,4,2,,4,4,1,3,1,3,1,1,1,0,0,0,0,1,1,0,0,2,2,4,1,2,0,0,0,1,0,5,4,,,,1,1,2,1,1,4,4,1,2,2,1,0,0,0,1,0,0,0,,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,3,1,3,1,0,1,0,0,0,0,1,1,0,1,3,9,1,2,4,0,0,0,1,0,0,0,,3,,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,41042,5,995.29,1,1,5/7/25 20:36,english,0.991932
8281,ca5efyxkvbsjp3d7,5/8/25 15:03,2,1,2,0,1,0,0,0,0,0,10,,2,5,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,9,1,1,1,0,0,5,,1,0,0,2,1,2,2,2,2,2,2,2,4,,2,0,0,0,0,0,0,0,0,1,0,,0,5,5,3,1,,1,1,0,0,0,0,2,2,6,2,4,0,0,0,0,1,3,3,1,1,1,,4,7,3,2,2,2,1,1,1,0,0,0,0,0,1,0,0,1,3,4,3,3,0,0,0,1,0,1,7,,,,3,1,2,1,1,5,3,2,2,1,3,,,,,,,,,,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,2,0,,,0,0,0,0,0,0,0,0,1,,2,10,2,2,4,1,0,0,0,0,0,0,,3,,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,90004,2,758.77,1,1,5/8/25 14:50,spanish,1.392418
9287,5cmwjd68hntwjh4g,5/10/25 15:15,4,2,2,0,1,0,0,0,0,0,13,,1,5,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,37,2,1,1,0,0,6,,1,0,0,3,3,3,3,3,3,2,3,3,4,,1,0,0,0,0,0,0,0,0,0,,0,1,5,5,5,1,,1,0,0,0,1,0,3,3,5,3,4,0,0,0,0,1,3,2,1,4,3,,3,20,2,2,2,2,2,1,2,0,1,0,0,0,0,0,0,1,3,3,1,4,0,0,0,0,1,2,4,,,,2,3,2,2,4,4,4,1,1,1,3,,,,,,,,,,0,1,0,0,1,0,0,0,0,1,0,1,1,0,3,4,3,2,1,0,0,0,0,0,0,0,0,1,,3,2,2,2,4,0,0,0,0,0,0,1,1,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,93630,5,1297.6,1,2,5/10/25 14:53,english,0.9420023
9433,cxx0k0aq3c8qpz9p,5/10/25 18:12,4,1,2,0,1,0,0,0,0,0,14,,2,14,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,26,2,1,1,0,0,6,,1,0,0,3,2,2,2,2,2,2,2,2,1,,3,0,0,0,0,0,0,0,0,0,,0,1,5,4,3,1,,1,0,0,0,1,0,2,1,6,2,3,0,0,0,0,1,3,4,5,1,1,,1,1,4,2,1,2,2,1,2,0,1,0,0,0,0,0,0,1,4,3,1,3,0,0,0,1,0,5,3,,,,2,1,2,3,3,4,4,3,3,2,3,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,0,0,0,0,0,0,0,0,1,,3,3,2,2,2,1,0,0,0,0,0,0,1,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,60118,4,1566.99,5,6,5/10/25 17:45,english,0.8197784
